"Time since engine start(millis)","Unix Epoch Timestamp","Date/Time",unused,"AITS (blackair)",unused,unused,unused,"Battery Voltage(~12v)",unused,unused,unused,unused,unused,RPM
908998, 1478550872,"2016/11/7 20:34:32",4.30,109.37,,,4.00,13.89,4.16,13.92,4.16,-8.45,,2880
910000, 1478550873,"2016/11/7 20:34:33",4.28,109.02,,,4.01,13.92,4.16,13.92,4.16,-8.45,,2581
911000, 1478550874,"2016/11/7 20:34:34",4.27,108.79,,,3.73,12.92,4.16,12.33,4.16,-8.45,,2100
911998, 1478550875,"2016/11/7 20:34:35",4.27,108.79,,,3.61,12.53,4.16,13.92,4.16,-8.45,,1276
912999, 1478550876,"2016/11/7 20:34:36",4.26,108.56,,,3.57,12.38,4.16,12.33,4.16,-8.45,,725
913999, 1478550877,"2016/11/7 20:34:37",4.20,107.15,,,3.67,12.72,4.16,12.33,4.15,-9.79,,725
915000, 1478550878,"2016/11/7 20:34:38",4.07,103.82,,,3.67,12.72,4.16,12.33,4.16,-8.45,,686
915998, 1478550879,"2016/11/7 20:34:39",3.92,99.73,,,3.71,12.85,4.16,13.92,4.16,-8.45,,1140
917000, 1478550880,"2016/11/7 20:34:40",3.90,99.04,,,3.81,13.21,4.16,12.33,4.16,-8.45,,1218
917999, 1478550881,"2016/11/7 20:34:41",3.94,100.14,,,3.93,13.62,4.16,12.33,4.16,-8.45,,1421
919000, 1478550882,"2016/11/7 20:34:42",3.99,101.75,,,4.00,13.87,4.16,13.92,4.16,-8.45,,2040
919999, 1478550883,"2016/11/7 20:34:43",4.03,102.66,,,3.96,13.72,4.16,12.33,4.16,-8.45,,2146
920999, 1478550884,"2016/11/7 20:34:44",4.07,103.82,,,4.05,14.04,4.16,12.33,4.16,-8.45,,2088
922000, 1478550885,"2016/11/7 20:34:45",4.11,104.70,,,4.01,13.92,4.16,12.33,4.16,-8.45,,2220
922999, 1478550886,"2016/11/7 20:34:46",4.15,105.70,,,4.06,14.09,4.16,12.33,4.16,-8.45,,2146
924000, 1478550887,"2016/11/7 20:34:47",4.16,106.06,,,4.02,13.96,4.16,12.33,4.19,0.83,,2407
924999, 1478550888,"2016/11/7 20:34:48",4.17,106.43,,,4.05,14.04,4.16,12.33,4.16,-8.45,,2291
926000, 1478550889,"2016/11/7 20:34:49",4.17,106.43,,,4.01,13.92,4.16,12.33,4.16,-8.45,,2407
926999, 1478550890,"2016/11/7 20:34:50",4.19,106.79,,,4.01,13.92,4.16,12.33,4.16,-8.45,,2310
928000, 1478550891,"2016/11/7 20:34:51",4.20,107.03,,,3.88,13.45,4.16,13.92,4.16,-8.45,,2088
929000, 1478550892,"2016/11/7 20:34:52",4.21,107.27,,,3.64,12.63,4.16,12.33,4.16,-8.45,,1798
929999, 1478550893,"2016/11/7 20:34:53",4.20,107.15,,,3.58,12.43,4.16,12.33,4.16,-8.45,,783
931000, 1478550894,"2016/11/7 20:34:54",4.20,107.03,,,3.51,12.16,4.16,12.33,4.15,-9.79,,783
931999, 1478550895,"2016/11/7 20:34:55",4.18,106.55,,,3.52,12.19,4.16,12.33,4.16,-8.45,,448
933000, 1478550896,"2016/11/7 20:34:56",4.15,105.70,,,3.58,12.41,4.16,12.33,4.16,-8.45,,448
933999, 1478550897,"2016/11/7 20:34:57",4.16,106.06,,,3.61,12.53,4.16,12.33,4.16,-8.45,,630
935000, 1478550898,"2016/11/7 20:34:58",4.17,106.43,,,3.64,12.62,4.16,12.33,4.16,-8.45,,1160
935999, 1478550899,"2016/11/7 20:34:59",4.18,106.55,,,3.60,12.48,4.16,12.33,4.16,-8.45,,1015
936999, 1478550900,"2016/11/7 20:35:0",4.18,106.55,,,3.52,12.19,4.16,12.33,4.16,-8.45,,1015
938000, 1478550901,"2016/11/7 20:35:1",4.19,106.91,,,3.48,12.06,4.16,12.33,4.16,-8.45,,750
938999, 1478550902,"2016/11/7 20:35:2",4.18,106.67,,,3.46,11.99,4.16,12.33,4.16,-8.45,,754
940000, 1478550903,"2016/11/7 20:35:3",4.18,106.55,,,3.45,11.96,4.16,13.92,4.16,-8.45,,754
941000, 1478550904,"2016/11/7 20:35:4",4.18,106.55,,,3.44,11.92,4.16,13.92,4.16,-8.45,,754
941999, 1478550905,"2016/11/7 20:35:5",4.18,106.55,,,3.41,11.84,4.16,12.33,4.16,-8.45,,754
942998, 1478550906,"2016/11/7 20:35:6",4.17,106.43,,,2.96,10.26,4.16,12.33,4.16,-8.45,,754
943998, 1478550907,"2016/11/7 20:35:7",4.17,106.31,,,3.19,11.08,4.16,12.33,4.16,-8.45,,126
945000, 1478550908,"2016/11/7 20:35:8",4.15,105.82,,,3.52,12.21,4.16,12.33,4.16,-8.45,,126
945999, 1478550909,"2016/11/7 20:35:9",4.14,105.45,,,3.53,12.23,4.16,13.92,4.16,-8.45,,826
947000, 1478550910,"2016/11/7 20:35:10",4.16,105.94,,,3.54,12.26,4.16,12.33,4.16,-8.45,,1470
947999, 1478550911,"2016/11/7 20:35:11",4.18,106.55,,,3.56,12.35,4.16,12.33,4.16,-8.45,,1479
949000, 1478550912,"2016/11/7 20:35:12",4.20,107.03,,,3.56,12.36,4.16,12.33,4.16,-8.45,,1560
949999, 1478550913,"2016/11/7 20:35:13",4.22,107.62,,,3.56,12.35,4.16,12.33,4.16,-8.45,,1566
951000, 1478550914,"2016/11/7 20:35:14",4.23,107.86,,,3.57,12.40,4.16,12.33,4.16,-8.45,,1508
951998, 1478550915,"2016/11/7 20:35:15",4.25,108.21,,,3.57,12.40,4.16,12.33,4.16,-8.45,,1560
952998, 1478550916,"2016/11/7 20:35:16",4.26,108.44,,,3.59,12.46,4.16,12.33,4.16,-8.45,,1440
953999, 1478550917,"2016/11/7 20:35:17",4.27,108.79,,,3.56,12.36,4.16,12.33,4.16,-8.45,,1305
954998, 1478550918,"2016/11/7 20:35:18",4.28,109.02,,,3.60,12.48,4.16,12.33,4.16,-8.45,,1380
956000, 1478550919,"2016/11/7 20:35:19",4.28,109.02,,,3.60,12.48,4.16,12.33,4.16,-8.45,,1160
956999, 1478550920,"2016/11/7 20:35:20",4.29,109.25,,,3.60,12.48,4.16,13.92,4.16,-8.45,,1189
957999, 1478550921,"2016/11/7 20:35:21",4.31,109.59,,,3.59,12.46,4.16,12.33,4.16,-8.45,,1140
958999, 1478550922,"2016/11/7 20:35:22",4.31,109.71,,,3.60,12.48,4.16,12.33,4.16,-8.45,,1131
959998, 1478550923,"2016/11/7 20:35:23",4.32,109.82,,,3.58,12.43,4.16,13.92,4.16,-8.45,,1140
961000, 1478550924,"2016/11/7 20:35:24",4.32,109.93,,,3.49,12.11,4.16,12.33,4.16,-8.45,,1131
961999, 1478550925,"2016/11/7 20:35:25",4.32,109.93,,,3.46,12.01,4.16,12.33,4.16,-8.45,,667
963000, 1478550926,"2016/11/7 20:35:26",4.31,109.71,,,3.47,12.02,4.16,12.33,4.16,-8.45,,667
963999, 1478550927,"2016/11/7 20:35:27",4.31,109.59,,,3.43,11.89,4.16,12.33,4.16,-8.45,,585
965000, 1478550928,"2016/11/7 20:35:28",4.31,109.71,,,3.46,12.01,4.16,12.33,4.17,-5.78,,725
965999, 1478550929,"2016/11/7 20:35:29",4.31,109.71,,,3.44,11.94,4.16,12.33,4.16,-8.45,,720
967000, 1478550930,"2016/11/7 20:35:30",4.32,109.82,,,3.54,12.26,4.16,12.33,4.16,-8.45,,667
967999, 1478550931,"2016/11/7 20:35:31",4.31,109.71,,,3.57,12.40,4.16,12.33,4.16,-8.45,,986
968999, 1478550932,"2016/11/7 20:35:32",4.31,109.71,,,3.58,12.43,4.16,12.33,4.15,-9.79,,1290
969999, 1478550933,"2016/11/7 20:35:33",4.31,109.71,,,3.58,12.41,4.16,12.33,4.16,-8.45,,1363
970999, 1478550934,"2016/11/7 20:35:34",4.32,109.82,,,3.56,12.35,4.16,12.33,4.16,-8.45,,1500
972000, 1478550935,"2016/11/7 20:35:35",4.32,109.82,,,3.52,12.21,4.16,12.33,4.16,-8.45,,1073
972999, 1478550936,"2016/11/7 20:35:36",4.32,109.82,,,3.50,12.14,4.16,13.92,4.16,-8.45,,928
974000, 1478550937,"2016/11/7 20:35:37",4.31,109.71,,,3.47,12.02,4.16,12.33,4.16,-8.45,,840
974999, 1478550938,"2016/11/7 20:35:38",4.31,109.71,,,3.42,11.87,4.16,12.33,4.16,-8.45,,667
976000, 1478550939,"2016/11/7 20:35:39",4.30,109.48,,,3.44,11.92,4.16,12.33,4.16,-8.45,,638
976999, 1478550940,"2016/11/7 20:35:40",4.30,109.48,,,3.43,11.89,4.16,12.33,4.16,-8.45,,630
977999, 1478550941,"2016/11/7 20:35:41",4.31,109.59,,,3.42,11.87,4.16,12.33,4.16,-8.45,,580
978999, 1478550942,"2016/11/7 20:35:42",4.30,109.37,,,3.41,11.84,4.16,12.33,4.16,-8.45,,580
979999, 1478550943,"2016/11/7 20:35:43",4.30,109.37,,,3.42,11.86,4.16,12.33,4.16,-8.45,,600
981000, 1478550944,"2016/11/7 20:35:44",4.29,109.25,,,3.42,11.86,4.16,12.33,4.16,-8.45,,580
982000, 1478550945,"2016/11/7 20:35:45",4.29,109.14,,,3.41,11.82,4.16,12.33,4.16,-7.12,,580
983000, 1478550946,"2016/11/7 20:35:46",4.30,109.37,,,3.42,11.86,4.16,12.33,4.16,-8.45,,570
983999, 1478550947,"2016/11/7 20:35:47",4.30,109.37,,,3.43,11.91,4.16,13.92,4.16,-8.45,,609
984999, 1478550948,"2016/11/7 20:35:48",4.30,109.37,,,3.43,11.89,4.16,12.33,4.16,-8.45,,630
986000, 1478550949,"2016/11/7 20:35:49",4.30,109.48,,,3.38,11.72,4.16,12.33,4.16,-8.45,,720
986999, 1478550950,"2016/11/7 20:35:50",4.30,109.48,,,3.41,11.84,4.16,12.33,4.16,-8.45,,609
987999, 1478550951,"2016/11/7 20:35:51",4.31,109.59,,,3.41,11.82,4.16,13.92,4.16,-8.45,,630
988998, 1478550952,"2016/11/7 20:35:52",4.31,109.71,,,3.43,11.89,4.16,13.92,4.16,-8.45,,609
990000, 1478550953,"2016/11/7 20:35:53",4.32,109.82,,,3.41,11.82,4.16,12.33,4.16,-8.45,,638
990999, 1478550954,"2016/11/7 20:35:54",4.32,109.93,,,3.40,11.80,4.16,12.33,4.16,-8.45,,580
992000, 1478550955,"2016/11/7 20:35:55",4.32,109.93,,,3.41,11.82,4.16,12.33,4.16,-8.45,,609
993000, 1478550956,"2016/11/7 20:35:56",4.33,110.05,,,3.40,11.80,4.16,12.33,4.16,-8.45,,609
993998, 1478550957,"2016/11/7 20:35:57",4.33,110.05,,,3.40,11.79,4.16,13.92,4.16,-8.45,,585
995000, 1478550958,"2016/11/7 20:35:58",4.33,110.05,,,3.40,11.80,4.16,12.33,4.16,-8.45,,585
996000, 1478550959,"2016/11/7 20:35:59",4.33,110.05,,,3.45,11.96,4.16,12.33,4.16,-8.45,,546
996999, 1478550960,"2016/11/7 20:36:0",4.32,109.93,,,3.43,11.91,4.16,12.33,4.16,-8.45,,546
997999, 1478550961,"2016/11/7 20:36:1",4.32,109.93,,,3.47,12.04,4.16,12.33,4.17,-3.13,,570
998999, 1478550962,"2016/11/7 20:36:2",4.32,109.82,,,3.47,12.04,4.16,12.33,4.16,-8.45,,570
999999, 1478550963,"2016/11/7 20:36:3",4.32,109.82,,,3.40,11.80,4.16,12.33,4.16,-8.45,,585
1000999, 1478550964,"2016/11/7 20:36:4",4.31,109.71,,,3.40,11.80,4.16,12.33,4.16,-8.45,,585
1002000, 1478550965,"2016/11/7 20:36:5",4.30,109.37,,,3.41,11.82,4.16,12.33,4.16,-8.45,,546
1002999, 1478550966,"2016/11/7 20:36:6",4.29,109.25,,,3.41,11.84,4.16,12.33,4.16,-8.45,,609
1004000, 1478550967,"2016/11/7 20:36:7",4.29,109.14,,,3.42,11.86,4.16,13.92,4.16,-8.45,,630
1004998, 1478550968,"2016/11/7 20:36:8",4.29,109.25,,,3.44,11.92,4.16,12.33,4.16,-8.45,,696
1006000, 1478550969,"2016/11/7 20:36:9",4.30,109.37,,,3.43,11.91,4.16,12.33,4.16,-8.45,,690
1006999, 1478550970,"2016/11/7 20:36:10",4.30,109.37,,,3.44,11.94,4.16,12.33,4.16,-8.45,,638
1008000, 1478550971,"2016/11/7 20:36:11",4.30,109.48,,,3.41,11.82,4.16,12.33,4.16,-8.45,,750
1008999, 1478550972,"2016/11/7 20:36:12",4.31,109.71,,,3.44,11.92,4.16,12.33,4.16,-8.45,,754
1009999, 1478550973,"2016/11/7 20:36:13",4.33,110.05,,,3.45,11.97,4.16,13.92,4.16,-8.45,,690
1010999, 1478550974,"2016/11/7 20:36:14",4.34,110.27,,,3.44,11.92,4.16,12.33,4.16,-8.45,,725
1011999, 1478550975,"2016/11/7 20:36:15",4.33,110.16,,,3.44,11.92,4.16,12.33,4.16,-8.45,,696
1013000, 1478550976,"2016/11/7 20:36:16",4.34,110.27,,,3.44,11.92,4.16,12.33,4.15,-9.79,,750
1013999, 1478550977,"2016/11/7 20:36:17",4.34,110.27,,,3.42,11.87,4.16,12.33,4.16,-8.45,,696
1015000, 1478550978,"2016/11/7 20:36:18",4.33,110.16,,,3.43,11.89,4.16,12.33,4.16,-8.45,,750
1016000, 1478550979,"2016/11/7 20:36:19",4.34,110.27,,,3.45,11.96,4.16,12.33,4.16,-8.45,,725
1016999, 1478550980,"2016/11/7 20:36:20",4.34,110.27,,,3.45,11.96,4.16,12.33,4.16,-8.45,,754
1017999, 1478550981,"2016/11/7 20:36:21",4.34,110.27,,,3.44,11.94,4.16,12.33,4.16,-8.45,,750
1018999, 1478550982,"2016/11/7 20:36:22",4.34,110.27,,,3.41,11.82,4.16,12.33,4.16,-8.45,,696
1020000, 1478550983,"2016/11/7 20:36:23",4.34,110.27,,,3.45,11.97,4.16,12.33,4.16,-8.45,,754
1020998, 1478550984,"2016/11/7 20:36:24",4.34,110.27,,,3.46,12.01,4.16,12.33,4.16,-8.45,,750
1022000, 1478550985,"2016/11/7 20:36:25",4.33,110.16,,,3.46,11.99,4.16,12.33,4.16,-8.45,,754
1022999, 1478550986,"2016/11/7 20:36:26",4.34,110.27,,,3.46,12.01,4.16,12.33,4.16,-8.45,,725
1024000, 1478550987,"2016/11/7 20:36:27",4.34,110.27,,,3.45,11.96,4.16,12.33,4.16,-8.45,,810
1024999, 1478550988,"2016/11/7 20:36:28",4.35,110.61,,,3.46,11.99,4.16,13.92,4.16,-8.45,,754
1025998, 1478550989,"2016/11/7 20:36:29",4.36,110.83,,,3.46,12.01,4.16,12.33,4.16,-8.45,,780
1027000, 1478550990,"2016/11/7 20:36:30",4.36,110.83,,,3.47,12.02,4.16,12.33,4.16,-8.45,,783
1027999, 1478550991,"2016/11/7 20:36:31",4.37,110.94,,,3.47,12.04,4.16,12.33,4.16,-8.45,,783
1029000, 1478550992,"2016/11/7 20:36:32",4.37,110.94,,,3.47,12.02,4.16,12.33,4.16,-8.45,,780
1029998, 1478550993,"2016/11/7 20:36:33",4.37,111.05,,,3.44,11.92,4.16,12.33,4.16,-8.45,,812
1031000, 1478550994,"2016/11/7 20:36:34",4.37,111.05,,,3.48,12.06,4.16,12.33,4.16,-8.45,,812
1032000, 1478550995,"2016/11/7 20:36:35",4.38,111.16,,,3.47,12.02,4.16,12.33,4.16,-8.45,,840
1032998, 1478550996,"2016/11/7 20:36:36",4.37,111.05,,,3.48,12.08,4.16,12.33,4.16,-8.45,,841
1034000, 1478550997,"2016/11/7 20:36:37",4.37,111.05,,,3.47,12.02,4.16,12.33,4.16,-8.45,,870
1034998, 1478550998,"2016/11/7 20:36:38",4.37,111.05,,,3.42,11.87,4.16,12.33,4.16,-8.45,,841
1036000, 1478550999,"2016/11/7 20:36:39",4.37,111.05,,,3.44,11.92,4.16,12.33,4.16,-8.45,,783
1037000, 1478551000,"2016/11/7 20:36:40",4.37,110.94,,,3.42,11.86,4.16,12.33,4.16,-8.45,,750
1037999, 1478551001,"2016/11/7 20:36:41",4.36,110.83,,,3.41,11.84,4.16,12.33,4.16,-8.45,,638
1038998, 1478551002,"2016/11/7 20:36:42",4.34,110.38,,,3.41,11.82,4.16,12.33,4.16,-8.45,,600
1039998, 1478551003,"2016/11/7 20:36:43",4.35,110.50,,,3.41,11.82,4.16,12.33,4.16,-8.45,,600
1040999, 1478551004,"2016/11/7 20:36:44",4.34,110.38,,,3.38,11.74,4.16,12.33,4.16,-8.45,,600
1041998, 1478551005,"2016/11/7 20:36:45",4.34,110.38,,,3.37,11.70,4.16,12.33,4.16,-8.45,,630
1043000, 1478551006,"2016/11/7 20:36:46",4.33,110.16,,,3.40,11.80,4.16,12.33,4.16,-8.45,,667
1043999, 1478551007,"2016/11/7 20:36:47",4.31,109.71,,,3.41,11.84,4.16,12.33,4.16,-8.45,,609
1045000, 1478551008,"2016/11/7 20:36:48",4.31,109.59,,,3.41,11.84,4.16,13.92,4.16,-8.45,,690
1045998, 1478551009,"2016/11/7 20:36:49",4.29,109.25,,,3.37,11.69,4.16,12.33,4.16,-8.45,,609
1047000, 1478551010,"2016/11/7 20:36:50",4.29,109.14,,,3.41,11.82,4.16,13.92,4.16,-8.45,,609
1048000, 1478551011,"2016/11/7 20:36:51",4.28,109.02,,,3.41,11.82,4.16,12.33,4.16,-8.45,,609
1048998, 1478551012,"2016/11/7 20:36:52",4.29,109.14,,,3.40,11.79,4.16,12.33,4.16,-8.45,,585
1049999, 1478551013,"2016/11/7 20:36:53",4.29,109.25,,,3.40,11.79,4.16,12.33,4.16,-8.45,,580
1050998, 1478551014,"2016/11/7 20:36:54",4.29,109.25,,,3.40,11.79,4.16,12.33,4.16,-8.45,,630
1052000, 1478551015,"2016/11/7 20:36:55",4.28,109.02,,,3.41,11.84,4.16,12.33,4.16,-8.45,,630
1053000, 1478551016,"2016/11/7 20:36:56",4.29,109.14,,,3.40,11.79,4.16,12.33,4.16,-8.45,,585
1053999, 1478551017,"2016/11/7 20:36:57",4.31,109.59,,,3.40,11.79,4.16,12.33,4.16,-8.45,,580
1054999, 1478551018,"2016/11/7 20:36:58",4.31,109.59,,,3.40,11.79,4.16,12.33,4.16,-8.45,,609
1056000, 1478551019,"2016/11/7 20:36:59",4.30,109.48,,,3.40,11.79,4.16,12.33,4.16,-8.45,,630
1057000, 1478551020,"2016/11/7 20:37:0",4.31,109.59,,,3.36,11.67,4.16,12.33,4.16,-8.45,,630
1057999, 1478551021,"2016/11/7 20:37:1",4.30,109.48,,,3.39,11.77,4.16,12.33,4.16,-8.45,,532
1058999, 1478551022,"2016/11/7 20:37:2",4.29,109.14,,,3.40,11.79,4.16,12.33,4.16,-8.45,,600
1059999, 1478551023,"2016/11/7 20:37:3",4.27,108.79,,,3.39,11.75,4.16,12.33,4.15,-9.79,,600
1061000, 1478551024,"2016/11/7 20:37:4",4.26,108.56,,,3.39,11.75,4.16,12.33,4.16,-8.45,,532
1061999, 1478551025,"2016/11/7 20:37:5",4.26,108.44,,,3.39,11.75,4.16,12.33,4.16,-8.45,,532
1063000, 1478551026,"2016/11/7 20:37:6",4.26,108.56,,,3.39,11.77,4.16,12.33,4.16,-8.45,,532
1064000, 1478551027,"2016/11/7 20:37:7",4.27,108.79,,,3.39,11.75,4.16,13.92,4.16,-8.45,,532
1064999, 1478551028,"2016/11/7 20:37:8",4.28,108.91,,,3.39,11.75,4.16,12.33,4.16,-8.45,,570
1065999, 1478551029,"2016/11/7 20:37:9",4.28,108.91,,,3.39,11.75,4.16,12.33,4.16,-8.45,,570
1066999, 1478551030,"2016/11/7 20:37:10",4.28,109.02,,,3.39,11.77,4.16,12.33,4.16,-8.45,,585
1068000, 1478551031,"2016/11/7 20:37:11",4.28,108.91,,,3.35,11.63,4.16,12.33,4.16,-8.45,,580
1068999, 1478551032,"2016/11/7 20:37:12",4.28,108.91,,,3.40,11.80,4.16,12.33,4.16,-8.45,,580
1070000, 1478551033,"2016/11/7 20:37:13",4.28,108.91,,,3.39,11.77,4.16,12.33,4.16,-8.45,,630
1070999, 1478551034,"2016/11/7 20:37:14",4.28,108.91,,,3.39,11.77,4.16,12.33,4.16,-8.45,,580
1072000, 1478551035,"2016/11/7 20:37:15",4.29,109.14,,,3.39,11.75,4.16,13.92,4.16,-8.45,,580
1073000, 1478551036,"2016/11/7 20:37:16",4.29,109.14,,,3.41,11.84,4.16,12.33,4.15,-9.79,,600
1073999, 1478551037,"2016/11/7 20:37:17",4.29,109.14,,,3.39,11.75,4.16,12.33,4.16,-8.45,,609
1074999, 1478551038,"2016/11/7 20:37:18",4.29,109.25,,,3.38,11.74,4.16,13.92,4.16,-8.45,,600
1075999, 1478551039,"2016/11/7 20:37:19",4.28,109.02,,,3.39,11.75,4.16,12.33,4.16,-8.45,,609
1077000, 1478551040,"2016/11/7 20:37:20",4.27,108.68,,,3.39,11.75,4.16,12.33,4.16,-8.45,,580
1077999, 1478551041,"2016/11/7 20:37:21",4.26,108.56,,,3.39,11.77,4.16,13.92,4.16,-8.45,,580
1079000, 1478551042,"2016/11/7 20:37:22",4.26,108.56,,,3.35,11.63,4.16,12.33,4.16,-8.45,,600
1079999, 1478551043,"2016/11/7 20:37:23",4.27,108.79,,,3.39,11.75,4.16,12.33,4.16,-8.45,,580
1080998, 1478551044,"2016/11/7 20:37:24",4.27,108.79,,,3.39,11.77,4.16,12.33,4.16,-8.45,,580
1082000, 1478551045,"2016/11/7 20:37:25",4.27,108.68,,,3.39,11.77,4.16,12.33,4.16,-8.45,,585
1082999, 1478551046,"2016/11/7 20:37:26",4.27,108.68,,,3.38,11.74,4.16,12.33,4.16,-8.45,,609
1084000, 1478551047,"2016/11/7 20:37:27",4.27,108.68,,,3.38,11.74,4.16,12.33,4.16,-8.45,,609
1085000, 1478551048,"2016/11/7 20:37:28",4.26,108.56,,,3.38,11.74,4.16,12.33,4.16,-8.45,,560
1086000, 1478551049,"2016/11/7 20:37:29",4.26,108.44,,,3.39,11.75,4.16,12.33,4.15,-9.79,,600
1086998, 1478551050,"2016/11/7 20:37:30",4.25,108.33,,,3.39,11.75,4.16,13.92,4.16,-8.45,,580
1087998, 1478551051,"2016/11/7 20:37:31",4.26,108.56,,,3.39,11.75,4.16,13.92,4.16,-8.45,,660
1089000, 1478551052,"2016/11/7 20:37:32",4.28,108.91,,,3.39,11.77,4.16,12.33,4.16,-8.45,,630
1089999, 1478551053,"2016/11/7 20:37:33",4.28,109.02,,,3.34,11.60,4.16,12.33,4.16,-8.45,,638
1091000, 1478551054,"2016/11/7 20:37:34",4.28,109.02,,,3.38,11.74,4.16,12.33,4.16,-8.45,,580
1091998, 1478551055,"2016/11/7 20:37:35",4.28,109.02,,,3.39,11.77,4.16,13.92,4.16,-8.45,,600
1093000, 1478551056,"2016/11/7 20:37:36",4.28,108.91,,,3.40,11.79,4.16,12.33,4.16,-8.45,,638
1093999, 1478551057,"2016/11/7 20:37:37",4.29,109.14,,,3.39,11.75,4.16,12.33,4.16,-8.45,,638
1095000, 1478551058,"2016/11/7 20:37:38",4.30,109.37,,,3.40,11.79,4.16,12.33,4.16,-8.45,,630
1095999, 1478551059,"2016/11/7 20:37:39",4.29,109.25,,,3.39,11.77,4.16,12.33,4.16,-8.45,,667
1096998, 1478551060,"2016/11/7 20:37:40",4.29,109.25,,,3.39,11.75,4.16,12.33,4.16,-8.45,,660
1098000, 1478551061,"2016/11/7 20:37:41",4.30,109.37,,,3.38,11.72,4.16,12.33,4.16,-8.45,,609
1098999, 1478551062,"2016/11/7 20:37:42",4.30,109.37,,,3.38,11.72,4.16,12.33,4.16,-8.45,,638
1099999, 1478551063,"2016/11/7 20:37:43",4.32,109.82,,,3.38,11.72,4.16,12.33,4.16,-8.45,,600
1100999, 1478551064,"2016/11/7 20:37:44",4.32,109.82,,,3.34,11.60,4.16,12.33,4.16,-8.45,,638
1102000, 1478551065,"2016/11/7 20:37:45",4.31,109.71,,,3.37,11.70,4.16,12.33,4.16,-8.45,,638
1102999, 1478551066,"2016/11/7 20:37:46",4.32,109.93,,,3.37,11.70,4.16,12.33,4.16,-8.45,,600
1104000, 1478551067,"2016/11/7 20:37:47",4.33,110.05,,,3.38,11.74,4.16,12.33,4.16,-8.45,,638
1105000, 1478551068,"2016/11/7 20:37:48",4.33,110.05,,,3.38,11.74,4.16,12.33,4.16,-8.45,,609
1105999, 1478551069,"2016/11/7 20:37:49",4.32,109.82,,,3.34,11.60,4.16,12.33,4.16,-8.45,,609
1106999, 1478551070,"2016/11/7 20:37:50",4.32,109.93,,,3.39,11.75,4.16,12.33,4.16,-8.45,,638
1107999, 1478551071,"2016/11/7 20:37:51",4.32,109.82,,,3.38,11.72,4.16,12.33,4.16,-8.45,,638
1109000, 1478551072,"2016/11/7 20:37:52",4.33,110.05,,,3.39,11.75,4.16,12.33,4.16,-8.45,,600
1109998, 1478551073,"2016/11/7 20:37:53",4.33,110.05,,,3.43,11.89,4.16,12.33,4.16,-8.45,,696
1110999, 1478551074,"2016/11/7 20:37:54",4.33,110.16,,,3.45,11.96,4.16,13.92,4.16,-8.45,,750
1111998, 1478551075,"2016/11/7 20:37:55",4.35,110.61,,,3.47,12.04,4.16,12.33,4.15,-9.79,,841
1112998, 1478551076,"2016/11/7 20:37:56",4.36,110.72,,,3.49,12.09,4.16,12.33,4.16,-8.45,,870
1114000, 1478551077,"2016/11/7 20:37:57",4.36,110.83,,,3.50,12.13,4.16,12.33,4.16,-8.45,,957
1114999, 1478551078,"2016/11/7 20:37:58",4.37,110.94,,,3.42,11.87,4.16,12.33,4.16,-8.45,,1044
1115999, 1478551079,"2016/11/7 20:37:59",4.38,111.38,,,3.44,11.92,4.16,12.33,4.16,-8.45,,1080
1116999, 1478551080,"2016/11/7 20:38:0",4.42,112.25,,,3.42,11.87,4.16,12.33,4.16,-8.45,,1102
1118000, 1478551081,"2016/11/7 20:38:1",4.45,112.79,,,3.45,11.96,4.16,12.33,4.16,-8.45,,1160
1118999, 1478551082,"2016/11/7 20:38:2",4.46,113.11,,,3.43,11.91,4.16,12.33,4.16,-8.45,,1080
1119998, 1478551083,"2016/11/7 20:38:3",4.48,113.42,,,3.46,11.99,4.16,12.33,4.16,-8.45,,1073
1120999, 1478551084,"2016/11/7 20:38:4",4.49,113.63,,,3.44,11.92,4.16,12.33,4.16,-8.45,,1044
1121999, 1478551085,"2016/11/7 20:38:5",4.49,113.74,,,3.42,11.86,4.16,12.33,4.15,-9.79,,957
1123000, 1478551086,"2016/11/7 20:38:6",4.49,113.74,,,3.42,11.87,4.16,12.33,4.16,-8.45,,957
1123999, 1478551087,"2016/11/7 20:38:7",4.49,113.74,,,3.43,11.89,4.16,12.33,4.15,-9.79,,990
1124999, 1478551088,"2016/11/7 20:38:8",4.49,113.74,,,3.40,11.80,4.16,12.33,4.15,-9.79,,928
1125998, 1478551089,"2016/11/7 20:38:9",4.49,113.74,,,3.38,11.72,4.16,12.33,4.16,-8.45,,870
1126999, 1478551090,"2016/11/7 20:38:10",4.48,113.53,,,3.35,11.62,4.16,13.92,4.16,-8.45,,840
1127999, 1478551091,"2016/11/7 20:38:11",4.48,113.53,,,3.31,11.47,4.16,12.33,4.16,-8.45,,667
1128999, 1478551092,"2016/11/7 20:38:12",4.48,113.42,,,3.33,11.57,4.16,12.33,4.16,-8.45,,667
1130000, 1478551093,"2016/11/7 20:38:13",4.48,113.53,,,3.33,11.55,4.16,12.33,4.16,-8.45,,667
1130999, 1478551094,"2016/11/7 20:38:14",4.48,113.42,,,3.33,11.55,4.16,12.33,4.16,-8.45,,540
1132000, 1478551095,"2016/11/7 20:38:15",4.48,113.42,,,3.33,11.53,4.16,12.33,4.16,-8.45,,580
1132999, 1478551096,"2016/11/7 20:38:16",4.47,113.32,,,3.33,11.53,4.16,12.33,4.16,-8.45,,580
