"Time since engine start(millis)","Unix Epoch Timestamp","Date/Time",unused,"AITS (blackair)",unused,unused,unused,"Battery Voltage(~12v)",unused,unused,unused,unused,unused,RPM
1999, 1478549964,"2016/11/7 20:19:24",3.21,75.24,,,3.49,12.09,4.16,12.33,4.16,-8.45,,0
2999, 1478549965,"2016/11/7 20:19:25",3.21,75.24,,,3.52,12.19,4.16,12.33,4.16,-8.45,,0
3999, 1478549966,"2016/11/7 20:19:26",3.21,75.24,,,3.52,12.19,4.16,12.33,4.16,-8.45,,0
5000, 1478549967,"2016/11/7 20:19:27",3.21,75.24,,,3.52,12.19,4.16,12.33,4.16,-8.45,,0
5999, 1478549968,"2016/11/7 20:19:28",3.20,75.04,,,3.52,12.19,4.16,12.33,4.16,-8.45,,0
6999, 1478549969,"2016/11/7 20:19:29",3.20,75.04,,,3.49,12.09,4.16,12.33,4.15,-9.79,,0
7999, 1478549970,"2016/11/7 20:19:30",3.21,75.24,,,3.52,12.19,4.16,12.33,4.16,-8.45,,0
8998, 1478549971,"2016/11/7 20:19:31",3.20,75.04,,,3.52,12.21,4.16,12.33,4.16,-8.45,,0
10000, 1478549972,"2016/11/7 20:19:32",3.20,75.04,,,3.52,12.19,4.16,12.33,4.16,-8.45,,0
10998, 1478549973,"2016/11/7 20:19:33",3.20,75.04,,,3.13,10.84,4.16,12.33,4.16,-8.45,,0
11999, 1478549974,"2016/11/7 20:19:34",3.20,74.83,,,3.43,11.89,4.16,12.33,4.15,-9.79,,0
12998, 1478549975,"2016/11/7 20:19:35",3.20,74.83,,,3.66,12.70,4.16,12.33,4.16,-8.45,,66
13999, 1478549976,"2016/11/7 20:19:36",3.21,75.45,,,3.91,13.55,4.16,12.33,4.16,-8.45,,930
14998, 1478549977,"2016/11/7 20:19:37",3.23,76.06,,,4.02,13.96,4.16,12.33,4.16,-8.45,,899
16000, 1478549978,"2016/11/7 20:19:38",3.24,76.66,,,4.01,13.92,4.16,12.33,4.16,-8.45,,986
17000, 1478549979,"2016/11/7 20:19:39",3.24,76.66,,,4.02,13.94,4.16,12.33,4.16,-8.45,,1044
17999, 1478549980,"2016/11/7 20:19:40",3.26,77.26,,,4.00,13.89,4.16,12.33,4.16,-8.45,,1102
19000, 1478549981,"2016/11/7 20:19:41",3.27,77.66,,,4.03,13.99,4.16,12.33,4.16,-8.45,,1015
19999, 1478549982,"2016/11/7 20:19:42",3.27,77.85,,,4.03,13.97,4.16,12.33,4.16,-7.12,,1020
21000, 1478549983,"2016/11/7 20:19:43",3.28,78.25,,,4.06,14.07,4.16,12.33,4.16,-8.45,,1015
21999, 1478549984,"2016/11/7 20:19:44",3.28,78.05,,,4.05,14.04,4.16,12.33,4.16,-8.45,,1073
22999, 1478549985,"2016/11/7 20:19:45",3.29,78.64,,,4.05,14.04,4.16,13.92,4.16,-8.45,,1110
23999, 1478549986,"2016/11/7 20:19:46",3.29,78.64,,,4.02,13.96,4.16,12.33,4.16,-8.45,,1140
24999, 1478549987,"2016/11/7 20:19:47",3.30,78.83,,,4.07,14.12,4.16,12.33,4.16,-8.45,,1131
25999, 1478549988,"2016/11/7 20:19:48",3.30,78.83,,,4.06,14.07,4.16,13.92,4.16,-8.45,,1140
26998, 1478549989,"2016/11/7 20:19:49",3.30,79.03,,,4.09,14.19,4.16,12.33,4.16,-8.45,,1131
27999, 1478549990,"2016/11/7 20:19:50",3.31,79.41,,,4.09,14.18,4.16,13.92,4.16,-8.45,,1131
28999, 1478549991,"2016/11/7 20:19:51",3.32,79.60,,,4.08,14.14,4.16,12.33,4.16,-8.45,,1200
30000, 1478549992,"2016/11/7 20:19:52",3.32,79.80,,,4.05,14.06,4.16,12.33,4.16,-8.45,,1160
30999, 1478549993,"2016/11/7 20:19:53",3.33,79.99,,,4.07,14.12,4.16,13.92,4.16,-8.45,,1170
32000, 1478549994,"2016/11/7 20:19:54",3.33,80.18,,,4.01,13.90,4.16,13.92,4.16,-8.45,,1189
32999, 1478549995,"2016/11/7 20:19:55",3.33,80.37,,,4.06,14.07,4.16,12.33,4.16,-8.45,,1131
33999, 1478549996,"2016/11/7 20:19:56",3.33,80.37,,,4.06,14.07,4.16,12.33,4.16,-8.45,,1170
35000, 1478549997,"2016/11/7 20:19:57",3.33,80.37,,,4.03,13.97,4.16,12.33,4.16,-8.45,,1170
35999, 1478549998,"2016/11/7 20:19:58",3.34,80.56,,,4.05,14.04,4.16,12.33,4.16,-8.45,,1102
36999, 1478549999,"2016/11/7 20:19:59",3.34,80.56,,,4.07,14.12,4.16,12.33,4.16,-8.45,,1140
37999, 1478550000,"2016/11/7 20:20:0",3.35,80.93,,,4.07,14.12,4.16,13.92,4.16,-8.45,,1131
39000, 1478550001,"2016/11/7 20:20:1",3.36,81.50,,,4.06,14.09,4.16,12.33,4.16,-8.45,,1131
39999, 1478550002,"2016/11/7 20:20:2",3.36,81.50,,,4.07,14.11,4.16,12.33,4.16,-8.45,,1131
40999, 1478550003,"2016/11/7 20:20:3",3.37,81.87,,,4.05,14.06,4.16,12.33,4.16,-8.45,,1131
42000, 1478550004,"2016/11/7 20:20:4",3.39,82.42,,,4.06,14.09,4.16,12.33,4.16,-8.45,,1140
42998, 1478550005,"2016/11/7 20:20:5",3.38,82.24,,,3.88,13.45,4.16,12.33,4.15,-9.79,,1102
44000, 1478550006,"2016/11/7 20:20:6",3.39,82.42,,,3.96,13.72,4.16,12.33,4.16,-8.45,,1140
44999, 1478550007,"2016/11/7 20:20:7",3.39,82.60,,,4.06,14.09,4.16,12.33,4.16,-8.45,,1102
45999, 1478550008,"2016/11/7 20:20:8",3.39,82.60,,,3.99,13.84,4.16,12.33,4.16,-8.45,,1500
46999, 1478550009,"2016/11/7 20:20:9",3.42,83.51,,,4.04,14.01,4.16,12.33,4.15,-9.79,,1682
48000, 1478550010,"2016/11/7 20:20:10",3.42,83.51,,,4.06,14.09,4.16,12.33,4.16,-8.45,,1680
49000, 1478550011,"2016/11/7 20:20:11",3.43,83.87,,,4.06,14.07,4.16,13.92,4.16,-8.45,,1624
49999, 1478550012,"2016/11/7 20:20:12",3.42,83.69,,,4.06,14.09,4.16,12.33,4.16,-8.45,,1537
51000, 1478550013,"2016/11/7 20:20:13",3.44,84.23,,,4.03,13.97,4.16,12.33,4.15,-9.79,,1470
51998, 1478550014,"2016/11/7 20:20:14",3.47,85.29,,,4.02,13.96,4.16,12.33,4.16,-8.45,,1450
53000, 1478550015,"2016/11/7 20:20:15",3.46,84.94,,,4.06,14.09,4.16,12.33,4.16,-8.45,,1363
53999, 1478550016,"2016/11/7 20:20:16",3.46,84.94,,,4.06,14.09,4.16,12.33,4.15,-9.79,,1560
55000, 1478550017,"2016/11/7 20:20:17",3.46,84.94,,,4.07,14.12,4.16,12.33,4.16,-8.45,,1421
55999, 1478550018,"2016/11/7 20:20:18",3.48,85.64,,,4.06,14.07,4.16,12.33,4.16,-8.45,,1363
56999, 1478550019,"2016/11/7 20:20:19",3.45,84.76,,,4.08,14.14,4.16,12.33,4.16,-8.45,,1230
57999, 1478550020,"2016/11/7 20:20:20",3.47,85.47,,,3.67,12.72,4.16,12.33,4.16,-8.45,,1392
58998, 1478550021,"2016/11/7 20:20:21",3.47,85.47,,,3.54,12.30,4.16,12.33,4.16,-8.45,,1110
60000, 1478550022,"2016/11/7 20:20:22",3.47,85.47,,,3.49,12.11,4.16,12.33,4.16,-8.45,,1110
60999, 1478550023,"2016/11/7 20:20:23",3.47,85.29,,,3.46,12.01,4.16,12.33,4.16,-8.45,,476
61999, 1478550024,"2016/11/7 20:20:24",3.45,84.76,,,3.44,11.92,4.16,12.33,4.15,-9.79,,476
62998, 1478550025,"2016/11/7 20:20:25",3.44,84.41,,,3.38,11.72,4.16,12.33,4.16,-8.45,,465
63998, 1478550026,"2016/11/7 20:20:26",3.42,83.51,,,3.42,11.86,4.16,12.33,4.16,-8.45,,465
64999, 1478550027,"2016/11/7 20:20:27",3.39,82.60,,,3.50,12.14,4.16,12.33,4.16,-8.45,,420
65999, 1478550028,"2016/11/7 20:20:28",3.38,82.05,,,3.73,12.92,4.16,12.33,4.15,-9.79,,609
67000, 1478550029,"2016/11/7 20:20:29",3.37,81.87,,,3.97,13.77,4.16,12.33,4.16,-8.45,,1015
67999, 1478550030,"2016/11/7 20:20:30",3.36,81.31,,,4.01,13.92,4.16,12.33,4.16,-8.45,,1595
69000, 1478550031,"2016/11/7 20:20:31",3.35,81.12,,,4.02,13.94,4.16,12.33,4.16,-8.45,,1769
70000, 1478550032,"2016/11/7 20:20:32",3.33,80.18,,,3.96,13.75,4.16,12.33,4.16,-8.45,,1770
71000, 1478550033,"2016/11/7 20:20:33",3.27,77.66,,,4.05,14.06,4.16,12.33,4.16,-8.45,,1479
71999, 1478550034,"2016/11/7 20:20:34",3.27,77.85,,,4.03,13.99,4.16,12.33,4.16,-8.45,,1450
72999, 1478550035,"2016/11/7 20:20:35",3.24,76.46,,,4.04,14.02,4.16,13.92,4.16,-8.45,,1650
74000, 1478550036,"2016/11/7 20:20:36",3.17,73.58,,,3.99,13.85,4.16,12.33,4.16,-8.45,,1650
74999, 1478550037,"2016/11/7 20:20:37",3.13,71.66,,,4.04,14.01,4.16,12.33,4.16,-8.45,,1595
76000, 1478550038,"2016/11/7 20:20:38",3.12,71.45,,,4.04,14.01,4.16,13.92,4.15,-9.79,,1530
76999, 1478550039,"2016/11/7 20:20:39",3.10,70.36,,,4.03,13.99,4.16,12.33,4.16,-8.45,,1450
78000, 1478550040,"2016/11/7 20:20:40",3.07,69.25,,,4.07,14.12,4.16,13.92,4.16,-8.45,,1421
78999, 1478550041,"2016/11/7 20:20:41",3.06,68.57,,,4.05,14.04,4.16,12.33,4.16,-8.45,,1479
80000, 1478550042,"2016/11/7 20:20:42",3.05,68.12,,,4.04,14.02,4.16,12.33,4.16,-8.45,,1595
81000, 1478550043,"2016/11/7 20:20:43",3.04,67.89,,,4.05,14.06,4.16,12.33,4.14,-13.83,,1680
81999, 1478550044,"2016/11/7 20:20:44",3.02,66.97,,,4.06,14.09,4.16,12.33,4.16,-8.45,,1682
82999, 1478550045,"2016/11/7 20:20:45",2.99,65.58,,,4.05,14.04,4.16,12.33,4.16,-8.45,,1653
83998, 1478550046,"2016/11/7 20:20:46",2.93,62.69,,,4.05,14.06,4.16,12.33,4.16,-8.45,,1653
84999, 1478550047,"2016/11/7 20:20:47",2.88,59.95,,,4.01,13.92,4.16,12.33,4.16,-8.45,,1680
85998, 1478550048,"2016/11/7 20:20:48",2.85,58.41,,,4.05,14.06,4.16,12.33,4.16,-8.45,,1711
87000, 1478550049,"2016/11/7 20:20:49",2.81,56.30,,,4.07,14.12,4.16,12.33,4.16,-8.45,,1680
87998, 1478550050,"2016/11/7 20:20:50",2.82,56.57,,,4.07,14.12,4.16,12.33,4.16,-8.45,,1827
88999, 1478550051,"2016/11/7 20:20:51",2.81,56.04,,,4.05,14.06,4.16,12.33,4.15,-9.79,,1740
89999, 1478550052,"2016/11/7 20:20:52",2.83,57.10,,,4.06,14.07,4.16,12.33,4.16,-8.45,,1798
90999, 1478550053,"2016/11/7 20:20:53",2.81,56.04,,,4.03,13.97,4.16,12.33,4.16,-8.45,,2100
91999, 1478550054,"2016/11/7 20:20:54",2.81,56.04,,,4.04,14.01,4.16,12.33,4.16,-8.45,,2156
93000, 1478550055,"2016/11/7 20:20:55",2.81,56.04,,,3.67,12.74,4.16,12.33,4.15,-9.79,,2046
94000, 1478550056,"2016/11/7 20:20:56",2.83,57.36,,,3.58,12.43,4.16,12.33,4.16,-8.45,,1189
94999, 1478550057,"2016/11/7 20:20:57",2.87,59.18,,,3.53,12.23,4.16,12.33,4.16,-8.45,,609
95998, 1478550058,"2016/11/7 20:20:58",2.93,62.45,,,3.50,12.13,4.16,12.33,4.16,-8.45,,609
96999, 1478550059,"2016/11/7 20:20:59",3.01,66.28,,,3.49,12.09,4.16,12.33,4.16,-8.45,,546
97998, 1478550060,"2016/11/7 20:21:0",3.07,69.25,,,3.62,12.55,4.16,12.33,4.16,-8.45,,546
99000, 1478550061,"2016/11/7 20:21:1",3.12,71.45,,,4.01,13.92,4.16,12.33,4.16,-8.45,,750
99999, 1478550062,"2016/11/7 20:21:2",3.14,72.52,,,4.03,13.99,4.16,12.33,4.16,-8.45,,1595
101000, 1478550063,"2016/11/7 20:21:3",3.13,72.09,,,4.02,13.96,4.16,12.33,4.16,-8.45,,1680
102000, 1478550064,"2016/11/7 20:21:4",3.14,72.52,,,3.98,13.82,4.16,12.33,4.16,-8.45,,1740
103000, 1478550065,"2016/11/7 20:21:5",3.20,75.04,,,4.02,13.96,4.16,12.33,4.18,-1.80,,2320
103999, 1478550066,"2016/11/7 20:21:6",3.14,72.31,,,4.01,13.90,4.16,12.33,4.16,-8.45,,3330
104998, 1478550067,"2016/11/7 20:21:7",3.13,71.66,,,4.03,13.97,4.16,12.33,4.15,-9.79,,4263
106000, 1478550068,"2016/11/7 20:21:8",3.14,72.31,,,4.04,14.02,4.16,13.92,4.16,-8.45,,4234
106999, 1478550069,"2016/11/7 20:21:9",3.13,71.88,,,4.04,14.01,4.16,12.33,4.16,-8.45,,3016
108000, 1478550070,"2016/11/7 20:21:10",3.12,71.45,,,4.02,13.96,4.16,12.33,4.15,-9.79,,3393
109000, 1478550071,"2016/11/7 20:21:11",3.08,69.47,,,4.02,13.94,4.16,12.33,4.16,-8.45,,3930
110000, 1478550072,"2016/11/7 20:21:12",3.02,66.74,,,4.03,13.97,4.16,12.33,4.16,-8.45,,4321
110998, 1478550073,"2016/11/7 20:21:13",2.98,65.10,,,4.02,13.94,4.16,12.33,4.15,-9.79,,4582
112000, 1478550074,"2016/11/7 20:21:14",2.96,64.15,,,4.02,13.96,4.16,12.33,4.16,-7.12,,4530
113000, 1478550075,"2016/11/7 20:21:15",2.95,63.42,,,3.99,13.85,4.16,12.33,4.16,-8.45,,4147
113999, 1478550076,"2016/11/7 20:21:16",2.94,63.18,,,4.03,13.99,4.16,12.33,4.16,-8.45,,3857
114999, 1478550077,"2016/11/7 20:21:17",2.94,63.18,,,4.05,14.04,4.16,12.33,4.16,-8.45,,3900
115999, 1478550078,"2016/11/7 20:21:18",2.96,63.91,,,4.02,13.94,4.16,12.33,4.15,-11.13,,3451
117000, 1478550079,"2016/11/7 20:21:19",2.99,65.34,,,4.04,14.01,4.16,12.33,4.16,-8.45,,3045
117998, 1478550080,"2016/11/7 20:21:20",3.01,66.51,,,4.04,14.02,4.16,12.33,4.16,-8.45,,3074
119000, 1478550081,"2016/11/7 20:21:21",3.03,67.43,,,4.06,14.07,4.16,13.92,4.16,-8.45,,3016
120000, 1478550082,"2016/11/7 20:21:22",3.03,67.20,,,4.03,13.99,4.16,12.33,4.16,-8.45,,3210
120999, 1478550083,"2016/11/7 20:21:23",3.02,66.97,,,4.05,14.04,4.16,12.33,4.16,-8.45,,3335
122000, 1478550084,"2016/11/7 20:21:24",2.99,65.34,,,4.03,13.99,4.16,12.33,4.16,-8.45,,3683
122999, 1478550085,"2016/11/7 20:21:25",2.95,63.67,,,4.02,13.94,4.16,12.33,4.16,-8.45,,4060
124000, 1478550086,"2016/11/7 20:21:26",2.90,60.71,,,3.98,13.82,4.16,12.33,4.16,-8.45,,4530
124999, 1478550087,"2016/11/7 20:21:27",2.83,57.36,,,4.03,13.97,4.16,12.33,4.16,-8.45,,4843
126000, 1478550088,"2016/11/7 20:21:28",2.80,55.50,,,4.02,13.94,4.16,12.33,4.16,-8.45,,5100
126999, 1478550089,"2016/11/7 20:21:29",2.78,54.69,,,4.04,14.02,4.16,12.33,4.15,-9.79,,5133
128000, 1478550090,"2016/11/7 20:21:30",2.78,54.69,,,4.03,13.97,4.16,12.33,4.16,-8.45,,3683
129000, 1379979985,"2165/165/165 165:165:85",2.77,54.14,,,4.04,14.01,4.16,12.33,4.19,2.15,,3600
129999, 1478550092,"2016/11/7 20:21:32",2.78,54.41,,,4.03,13.99,4.16,12.33,4.16,-8.45,,3654
131000, 1478550093,"2016/11/7 20:21:33",2.76,53.31,,,4.03,13.97,4.16,12.33,4.16,-8.45,,3810
131998, 1478550094,"2016/11/7 20:21:34",2.73,51.92,,,4.04,14.01,4.16,12.33,4.16,-8.45,,3857
133000, 1478550095,"2016/11/7 20:21:35",2.73,51.63,,,4.04,14.01,4.16,12.33,4.16,-8.45,,4140
133999, 1478550096,"2016/11/7 20:21:36",2.73,51.63,,,4.04,14.01,4.16,12.33,4.16,-8.45,,3509
134999, 1478550097,"2016/11/7 20:21:37",2.73,51.63,,,3.99,13.85,4.16,12.33,4.16,-8.45,,3390
135999, 1478550098,"2016/11/7 20:21:38",2.73,51.63,,,4.06,14.09,4.16,12.33,4.16,-8.45,,3080
136998, 1478550099,"2016/11/7 20:21:39",2.73,51.63,,,4.07,14.12,4.16,12.33,4.16,-8.45,,2883
138000, 1478550100,"2016/11/7 20:21:40",2.74,52.20,,,4.06,14.09,4.16,12.33,4.16,-8.45,,2668
138999, 1478550101,"2016/11/7 20:21:41",2.74,52.48,,,4.06,14.09,4.16,12.33,4.16,-8.45,,2436
140000, 1478550102,"2016/11/7 20:21:42",2.75,52.76,,,4.06,14.07,4.16,12.33,4.16,-8.45,,2400
140998, 1478550103,"2016/11/7 20:21:43",2.75,52.76,,,4.05,14.04,4.16,12.33,4.17,-5.78,,2175
141999, 1478550104,"2016/11/7 20:21:44",2.75,53.04,,,3.97,13.79,4.16,12.33,4.15,-9.79,,2010
142999, 1478550105,"2016/11/7 20:21:45",2.75,53.04,,,3.73,12.94,4.16,12.33,4.16,-8.45,,1479
144000, 1478550106,"2016/11/7 20:21:46",2.76,53.31,,,3.67,12.72,4.16,12.33,4.16,-8.45,,957
144999, 1478550107,"2016/11/7 20:21:47",2.77,53.87,,,3.62,12.57,4.16,12.33,4.16,-8.45,,810
145998, 1478550108,"2016/11/7 20:21:48",2.78,54.69,,,3.67,12.72,4.16,12.33,4.15,-9.79,,754
147000, 1478550109,"2016/11/7 20:21:49",2.92,61.71,,,4.03,13.97,4.16,12.33,4.16,-8.45,,696
147999, 1478550110,"2016/11/7 20:21:50",2.94,62.94,,,4.04,14.01,4.16,12.33,4.16,-8.45,,2460
149000, 1478550111,"2016/11/7 20:21:51",2.86,58.67,,,4.01,13.92,4.16,12.33,4.15,-9.79,,3306
149999, 1478550112,"2016/11/7 20:21:52",2.85,58.15,,,4.04,14.01,4.16,12.33,4.16,-8.45,,4437
151000, 1478550113,"2016/11/7 20:21:53",2.85,58.41,,,4.03,13.97,4.16,12.33,4.16,-8.45,,3780
151999, 1478550114,"2016/11/7 20:21:54",2.84,57.89,,,4.03,13.97,4.16,12.33,4.16,-8.45,,3161
152998, 1478550115,"2016/11/7 20:21:55",2.84,57.63,,,4.02,13.94,4.16,12.33,4.18,-0.48,,3900
154000, 1478550116,"2016/11/7 20:21:56",2.83,57.36,,,4.04,14.01,4.16,12.33,4.15,-9.79,,4437
154999, 1478550117,"2016/11/7 20:21:57",2.83,57.10,,,4.04,14.01,4.16,12.33,4.16,-8.45,,4611
156000, 1478550118,"2016/11/7 20:21:58",2.81,56.30,,,4.03,13.99,4.16,12.33,4.16,-8.45,,3540
156999, 1478550119,"2016/11/7 20:21:59",2.79,54.96,,,3.99,13.85,4.16,12.33,4.16,-8.45,,3683
158000, 1478550120,"2016/11/7 20:22:0",2.76,53.31,,,4.02,13.96,4.16,12.33,4.16,-8.45,,3886
159000, 1478550121,"2016/11/7 20:22:1",2.75,53.04,,,4.03,13.97,4.16,12.33,4.16,-8.45,,4500
159998, 1478550122,"2016/11/7 20:22:2",2.75,53.04,,,4.03,13.97,4.16,12.33,4.14,-12.48,,4118
160999, 1478550123,"2016/11/7 20:22:3",2.76,53.31,,,4.03,13.97,4.16,12.33,4.16,-8.45,,3973
161998, 1478550124,"2016/11/7 20:22:4",2.76,53.31,,,4.03,13.99,4.16,12.33,4.15,-9.79,,3770
163000, 1478550125,"2016/11/7 20:22:5",2.76,53.31,,,4.03,13.97,4.16,12.33,4.16,-8.45,,3712
163999, 1478550126,"2016/11/7 20:22:6",2.75,53.04,,,4.05,14.06,4.16,12.33,4.20,3.46,,3630
165000, 1478550127,"2016/11/7 20:22:7",2.75,53.04,,,4.03,13.97,4.18,21.82,4.16,-8.45,,3538
165999, 1478550128,"2016/11/7 20:22:8",2.74,52.48,,,4.03,13.99,4.16,12.33,4.16,-8.45,,3538
166999, 1478550129,"2016/11/7 20:22:9",2.74,52.20,,,4.04,14.02,4.16,12.33,4.14,-13.83,,3480
168000, 1478550130,"2016/11/7 20:22:10",2.73,51.92,,,4.00,13.89,4.16,12.33,4.16,-8.45,,3393
168999, 1478550131,"2016/11/7 20:22:11",2.74,52.20,,,4.03,13.99,4.16,12.33,4.16,-8.45,,3306
169999, 1478550132,"2016/11/7 20:22:12",2.75,53.04,,,4.04,14.01,4.16,12.33,4.15,-9.79,,3000
170999, 1478550133,"2016/11/7 20:22:13",2.78,54.41,,,4.03,13.97,4.16,12.33,4.16,-8.45,,2842
172000, 1478550134,"2016/11/7 20:22:14",2.81,56.30,,,4.05,14.04,4.16,12.33,4.16,-8.45,,2668
172999, 1478550135,"2016/11/7 20:22:15",2.84,57.89,,,4.05,14.06,4.16,12.33,4.16,-8.45,,2436
174000, 1478550136,"2016/11/7 20:22:16",2.88,59.69,,,4.05,14.04,4.16,12.33,4.16,-8.45,,2436
174999, 1478550137,"2016/11/7 20:22:17",2.91,61.21,,,4.07,14.11,4.16,12.33,4.16,-8.45,,2520
176000, 1478550138,"2016/11/7 20:22:18",2.92,62.20,,,3.98,13.80,4.16,12.33,4.16,-8.45,,2175
176998, 1478550139,"2016/11/7 20:22:19",2.94,63.18,,,3.71,12.87,4.16,12.33,4.16,-8.45,,1740
177999, 1478550140,"2016/11/7 20:22:20",3.04,67.89,,,4.04,14.01,4.16,13.92,4.15,-9.79,,1170
179000, 1478550141,"2016/11/7 20:22:21",3.17,73.79,,,3.98,13.80,4.16,12.33,4.16,-8.45,,2726
179999, 1478550142,"2016/11/7 20:22:22",3.29,78.44,,,4.03,13.97,4.16,12.33,4.16,-8.45,,3596
180999, 1478550143,"2016/11/7 20:22:23",3.36,81.31,,,4.02,13.96,4.16,12.33,4.16,-8.45,,3930
181999, 1379449344,"2165/165/165 20:22:24",3.41,83.33,,,4.03,13.99,4.16,12.33,4.16,-8.45,,3886
182999, 1478550145,"2016/11/7 20:22:25",3.42,83.51,,,4.04,14.01,4.17,15.51,4.16,-8.45,,4582
183999, 1478550146,"2016/11/7 20:22:26",3.42,83.51,,,4.04,14.02,4.16,12.33,4.15,-9.79,,4620
184998, 1478550147,"2016/11/7 20:22:27",3.38,82.24,,,3.94,13.65,4.16,12.33,4.16,-8.45,,4582
185999, 1478550148,"2016/11/7 20:22:28",3.35,81.12,,,4.02,13.94,4.16,12.33,4.16,-8.45,,4290
186999, 1478550149,"2016/11/7 20:22:29",3.35,81.12,,,4.03,13.99,4.16,12.33,4.15,-11.13,,4263
188000, 1478550150,"2016/11/7 20:22:30",3.32,79.80,,,4.04,14.02,4.16,12.33,4.16,-8.45,,4263
188999, 1478550151,"2016/11/7 20:22:31",3.30,79.03,,,4.03,13.99,4.16,12.33,4.16,-8.45,,4147
190000, 1478550152,"2016/11/7 20:22:32",3.30,78.83,,,4.00,13.87,4.16,13.92,4.16,-8.45,,4170
190998, 1478550153,"2016/11/7 20:22:33",3.28,78.05,,,4.05,14.04,4.16,12.33,4.16,-8.45,,4002
191998, 1478550154,"2016/11/7 20:22:34",3.28,78.05,,,4.05,14.06,4.16,12.33,4.16,-8.45,,3840
193000, 1478550155,"2016/11/7 20:22:35",3.24,76.66,,,4.06,14.07,4.16,12.33,4.16,-8.45,,3625
193999, 1478550156,"2016/11/7 20:22:36",3.21,75.24,,,4.07,14.12,4.16,12.33,4.16,-8.45,,3364
195000, 1478550157,"2016/11/7 20:22:37",3.10,70.58,,,4.04,14.01,4.16,12.33,4.16,-8.45,,3210
195999, 1478550158,"2016/11/7 20:22:38",3.02,66.74,,,4.07,14.12,4.16,12.33,4.16,-8.45,,3335
196999, 1478550159,"2016/11/7 20:22:39",3.03,67.43,,,4.03,13.97,4.16,12.33,4.17,-3.13,,3060
197999, 1478550160,"2016/11/7 20:22:40",3.08,69.47,,,4.04,14.01,4.16,12.33,4.16,-8.45,,3161
199000, 1478550161,"2016/11/7 20:22:41",3.09,69.91,,,4.06,14.07,4.16,12.33,4.18,-1.80,,3799
199998, 1478550162,"2016/11/7 20:22:42",3.10,70.36,,,4.03,13.97,4.16,12.33,4.16,-8.45,,3364
200999, 1478550163,"2016/11/7 20:22:43",3.11,70.79,,,3.99,13.85,4.16,12.33,4.16,-8.45,,2880
201999, 1478550164,"2016/11/7 20:22:44",3.12,71.23,,,4.04,14.02,4.16,12.33,4.16,-8.45,,2581
202998, 1478550165,"2016/11/7 20:22:45",3.13,71.66,,,4.08,14.14,4.16,12.33,4.16,-8.45,,2340
204000, 1478550166,"2016/11/7 20:22:46",3.14,72.31,,,3.86,13.38,4.16,12.33,4.16,-8.45,,2204
204999, 1478550167,"2016/11/7 20:22:47",3.14,72.52,,,3.68,12.75,4.16,12.33,4.16,-8.45,,1682
206000, 1478550168,"2016/11/7 20:22:48",3.11,71.01,,,3.60,12.50,4.16,12.33,4.16,-8.45,,960
206999, 1478550169,"2016/11/7 20:22:49",3.04,67.89,,,3.88,13.46,4.16,12.33,4.16,-8.45,,725
208000, 1478550170,"2016/11/7 20:22:50",2.96,64.15,,,4.06,14.07,4.16,12.33,4.16,-8.45,,1230
209000, 1478550171,"2016/11/7 20:22:51",2.92,61.71,,,3.93,13.63,4.16,12.33,4.16,-8.45,,1508
209999, 1478550172,"2016/11/7 20:22:52",2.93,62.69,,,4.03,13.99,4.16,12.33,4.16,-8.45,,1189
211000, 1478550173,"2016/11/7 20:22:53",2.91,61.21,,,4.03,13.99,4.16,12.33,4.16,-8.45,,2460
211999, 1478550174,"2016/11/7 20:22:54",2.96,64.15,,,3.98,13.80,4.16,12.33,4.16,-8.45,,2146
213000, 1478550175,"2016/11/7 20:22:55",3.12,71.23,,,4.02,13.96,4.16,12.33,4.16,-8.45,,2697
214000, 1478550176,"2016/11/7 20:22:56",3.29,78.64,,,4.01,13.92,4.16,13.92,4.16,-8.45,,3390
215000, 1478550177,"2016/11/7 20:22:57",3.42,83.51,,,4.02,13.96,4.16,12.33,4.16,-8.45,,3944
215999, 1478550178,"2016/11/7 20:22:58",3.44,84.41,,,4.05,14.06,4.16,12.33,4.16,-8.45,,4669
216999, 1478550179,"2016/11/7 20:22:59",3.50,86.34,,,4.05,14.06,4.16,12.33,4.16,-8.45,,3660
218000, 1478550180,"2016/11/7 20:23:0",3.53,87.36,,,4.00,13.87,4.16,12.33,4.16,-8.45,,3060
218999, 1478550181,"2016/11/7 20:23:1",3.56,88.54,,,4.03,13.99,4.16,12.33,4.16,-8.45,,2987
220000, 1478550182,"2016/11/7 20:23:2",3.58,89.37,,,4.03,13.99,4.16,12.33,4.16,-8.45,,3660
220998, 1478550183,"2016/11/7 20:23:3",3.55,88.37,,,4.05,14.04,4.16,12.33,4.16,-7.12,,3799
222000, 1478550184,"2016/11/7 20:23:4",3.55,88.21,,,4.05,14.04,4.16,12.33,4.16,-7.12,,3900
222999, 1478550185,"2016/11/7 20:23:5",3.54,87.70,,,4.04,14.01,4.16,13.92,4.16,-8.45,,3451
224000, 1478550186,"2016/11/7 20:23:6",3.52,87.19,,,4.04,14.02,4.16,13.92,4.16,-8.45,,2755
225000, 1478550187,"2016/11/7 20:23:7",3.52,87.02,,,4.06,14.09,4.16,12.33,4.16,-8.45,,2460
